##################################################################
##  Data from the investigation described in
##     Haraldsdottir, J., Holm, L., Jensen, J.H. and Møller, A. (1986):
##     "Danskernes kostvaner 1985",
##     Levnedsmiddelstyrelsen, publ. nr. 138, nov. 1986.
##
## sex: 1=M, 2=F
## Avit = A-vitamin (RE)
person sex avit 
1389   2 1715.84
1390   2  993.74
1391   2 2480.76
1392   2 1147.39
1393   1 3564.78
1394   2  656.50
1395   1 4135.58
1396   1 2787.71
1397   2 1924.05
1398   2 1777.03
1399   2  683.23
1400   2 1917.24
1401   2  659.54
1402   1 3267.67
1403   1 1174.06
1404   2 1088.42
1405   1 2041.38
1406   2 1541.45
1407   2 1571.27
1408   1 1818.97
1409   2 1189.42
1410   2  898.88
1411   1  663.44
1412   1 1937.45
1413   2 1769.19
1414   2 1507.65
1415   1 4656.14
1416   2 1763.55
1417   1 1822.83
1418   2 1050.70
1419   1 1410.87
1420   2 1119.76
1421   1 1825.14
1422   1 4166.98
1423   2 2567.18
1424   2 1722.23
1425   2 1874.44
1426   1 2973.18
1427   2 1177.80
1428   2  719.94
1429   1 2300.56
1430   1  248.23
1431   2 1230.86
1432   2  833.37
1433   2 1342.00
1434   2 1675.25
1435   1 1552.12
1436   2  619.41
1437   1 2126.71
1438   1  725.64
1439   2  612.28
1440   2 1057.84
1441   1 1430.91
1442   2 1850.66
1443   1  802.40
1444   1 1185.69
1445   2 1907.78
1446   1 1362.03
1447   1 1715.49
1448   2  930.30
1449   1 1580.84
1450   2 1371.06
1451   2 1158.20
1452   2  845.83
1453   1 1362.67
1454   2  706.18
1455   1 3075.01
1456   1 1343.06
1457   1 1786.90
1458   2 1848.79
1459   1  928.77
1460   2  907.35
1461   2  949.66
1462   2 1119.07
1463   1 1295.41
1464   1 1487.04
1465   2  841.35
1466   2  492.56
1467   2 1403.94
1468   2  701.08
1469   1 2261.44
1470   2  630.14
1471   2 1013.67
1472   2 1379.03
1473   1 2380.77
1474   1 1663.95
1475   1 2923.11
1476   2 2212.69
1477   1 1048.15
1478   1 1952.48
1479   1 2754.60
1480   2 1193.26
1481   2 1597.12
1482   2 1186.84
1483   1  698.50
1484   2 2214.04
1485   1 1155.04
1486   1 1115.01
1487   2 2168.19
1488   2  869.55
1489   2 1348.60
1490   2 1335.18
1491   1  953.39
1492   1  698.13
1493   1 1646.87
1494   2 1120.00
1495   1 1833.66
1496   1 1386.29
1497   2 2826.14
1498   2 2724.47
1499   2 1880.56
1500   2 1495.78
1501   2 1289.48
1502   1 1182.82
1503   1 1773.68
1504   1  807.48
1505   1 1599.52
1506   1 1859.79
1507   2 2060.85
1508   2 1700.00
1509   2 2550.46
1510   1 2271.60
1511   1 1539.44
1512   1 1811.08
1513   1 1605.23
1514   2 2614.54
1515   1 2030.77
1516   2 1334.14
1517   1  930.00
1518   2  935.75
1519   2  767.45
1520   2 1231.69
1521   2 2627.52
1522   2 2668.99
1523   1 2485.98
1524   2 2205.08
1525   2  968.63
1526   2 1123.00
1527   2 1362.04
1528   2 1291.72
1529   1 2005.38
1530   2 1987.10
1531   1 1779.46
1532   2 1173.81
1533   2  865.61
1534   2 1578.44
1535   1 1232.84
1536   1 1313.99
1537   1 2053.54
1538   2 1413.72
1539   1 2590.88
1540   1 1733.16
1541   2 1335.61
1542   2  962.00
1543   2 1129.81
1544   2 1353.77
1545   1 1894.60
1546   1 1716.44
1547   1 2691.16
1548   1 1866.91
1549   1 1097.16
1550   1 3257.60
1551   1 1896.17
1552   2 1326.41
1553   1 1380.13
1554   1 2706.23
1555   1 3359.78
1556   2 1071.54
1557   1 2237.31
1558   2  862.74
1559   2 1599.65
1560   2 1205.11
1561   2 1199.39
1562   2 2024.09
1563   1 2344.97
1564   1 1830.90
1565   2 1487.25
1566   2 2972.44
1567   2 1351.28
1568   2 1455.01
1569   1 3145.89
1570   2 1135.62
1571   1 2618.01
1572   1 1563.91
1573   1 2052.75
1574   1 2749.58
1575   1 2387.67
1576   1 2383.78
1577   2 1133.25
1578   1 2572.05
1579   2 2932.72
1580   1 1861.80
1581   2 1660.51
1582   2 2190.82
1583   1 4192.91
1584   2  959.91
1585   2 1268.00
1586   1 1673.96
1587   2 1530.06
1588   1 1255.77
1589   1 1310.18
1590   2 1012.98
1591   1 1149.86
1592   2 1631.82
1593   2  919.54
1594   1 1912.32
1595   2 1474.71
1596   2 1396.51
1597   2 1092.75
1598   2 1332.48
1599   2 1059.19
1600   1  666.06
1601   2  861.05
1602   1 2208.28
1603   2 1570.33
1604   2 1736.58
1605   1 2301.54
1606   1 1533.47
1607   1 1120.04
1608   1 2228.82
1609   2 2324.50
1610   2 1165.42
1611   2 2086.71
1612   2 1434.82
1613   1 1173.93
1614   2  783.40
1615   2 1510.93
1616   2 1752.01
1617   1 1188.21
1618   2 1600.02
1619   1 1646.37
1620   2  883.19
1621   1 1451.84
1622   1 1601.27
1623   1 2009.56
1624   1 3431.78
1625   2 1654.70
1626   2 1047.39
1627   1 1460.93
1628   2  819.78
1629   2 2018.18
1630   2 1278.32
1631   1 1603.53
1632   2 1251.83
1633   2  886.05
1634   1 1718.95
1635   2 1586.24
1636   2 2509.92
1637   1 1055.22
1638   1 1163.44
1639   2 1844.50
1640   1 1115.44
1641   1 1473.91
1642   1 1782.37
1643   1 1319.33
1644   2  858.81
1645   1 1002.82
1646   1 2707.60
1647   1 1609.54
1648   2 1007.87
1649   2 1116.23
1650   1 2036.30
1651   1 1049.88
1652   1 1430.30
1653   1 1995.95
1654   2 1673.81
1655   2 1928.05
1656   2 2014.89
1657   1 2629.05
1658   2 1190.08
1659   1 1560.57
1660   2 1227.58
1661   1 2512.57
1662   2  623.11
1663   1 2580.44
1664   2 1800.95
1665   2 1353.72
1666   1 1918.08
1667   2  912.68
1668   1 2187.18
1669   1 1673.04
1670   1  591.36
1671   2 4520.13
1672   2 1474.67
1673   1 1650.41
1674   2 1518.63
1675   1 1041.04
1676   2 1095.54
1677   2 1764.88
1678   2 1252.20
1679   2 1498.18
1680   1 1013.56
1681   2 1651.63
1682   2 1981.86
1683   1 3276.01
1684   1 1091.31
1685   1 1839.17
1686   2 1875.06
1687   2 2031.63
1688   1 2521.18
1689   1 1936.94
1690   2 1690.90
1691   2  601.96
1692   2 1403.40
1693   2 1208.85
1694   2 1065.27
1695   1  733.94
1696   1 1558.82
1697   1 1403.53
1698   1 2865.71
1699   1 2017.85
1700   2 1323.55
1701   1 1536.87
1702   1 2052.78
1703   2  549.51
1704   1 1492.73
1705   1 1070.48
1706   1 1660.64
1707   1 2231.49
1708   2 1374.37
1709   2 1319.09
1710   2 1221.58
1711   1  873.50
1712   1 2218.88
1713   2 1727.84
1714   2 1899.31
1715   2  659.63
1716   1 2802.13
1717   1 1104.17
1718   1 2147.33
1719   2 2968.15
1720   2  927.43
1721   2 3200.14
1722   2 1331.32
1723   1 8106.73
1724   1 1352.42
1725   1  535.11
1726   1 2123.54
1727   2 2042.98
1728   1 2127.16
1729   2 1115.99
1730   1 1486.69
1731   1  810.80
1732   1 1636.96
1733   2 1249.19
1734   2  574.93
1735   1 3344.18
1736   1  875.79
1737   1 1573.25
1738   2 1587.76
1739   1 1558.26
1740   1 1826.32
1741   1 1782.35
1742   2 2888.15
1743   1 3786.98
1744   1 2728.87
1745   2 2230.97
1746   1  771.19
1747   2 1218.58
1748   2 1026.25
1749   2 1344.25
1750   1 2981.33
1751   1 1062.60
1752   2 1035.68
1753   1 1066.27
1754   2 1456.18
1755   1 1727.55
1756   2  922.62
1757   2 2574.13
1758   1 1507.82
1759   2  943.11
1760   1 2309.54
1761   2 1314.19
1762   2 1627.46
1763   2 1152.87
1764   2  681.77
1765   1 2356.51
1766   2  969.65
1767   2 1166.99
1768   1 1040.21
1769   1 1995.56
1770   1 1063.88
1771   1 1351.42
1772   1 1609.76
1773   1  562.24
1774   2 1512.45
1775   1 1824.93
1776   1 1390.52
1777   1 2700.81
1778   1 1467.19
1779   2  962.55
1780   2 1483.44
1781   2  595.20
1782   1 1257.36
1783   1 2454.81
1784   2  570.26
1785   2 1173.14
1786   1  764.37
1787   2 1490.94
1788   1 1702.69
1789   2 1098.89
1790   2  778.23
1791   2  878.37
1792   2 1716.91
1793   2  934.30
1794   1 1242.52
1795   1 1109.71
1796   1  933.66
1797   1  844.36
1798   2  588.74
1799   2  851.09
1800   2  819.15
1801   2 1074.01
1802   2 1658.99
1803   2 1180.67
1804   2 1870.36
1805   2  942.06
1806   1 2032.18
1807   1 1061.79
1808   1 1582.66
1809   1 1051.45
1810   2 2353.35
1811   2 1666.01
1812   1 1772.17
1813   2 1105.93
1814   2  956.25
1815   2  996.98
1816   1 1031.22
1817   1 1449.74
1818   1 2069.38
1819   1 1592.36
1820   1 1181.99
1821   1 1313.74
1822   2  853.91
1823   2 1019.63
1824   1  948.70
1825   2  969.40
1826   1 1003.35
1827   2 1075.66
1828   2  978.84
1829   1 1330.15
1830   2 1004.24
1831   2 1722.12
1832   2 1352.54
1833   2 1661.40
1834   2 1302.97
1835   1 1346.68
1836   1 1084.37
1837   2 1206.84
1838   1 1707.00
1839   1 1403.26
1840   1 1614.30
1841   2 1038.02
1842   2 1034.49
1843   2 1074.09
1844   2 1083.08
1845   1 2684.48
1846   1 2034.12
1847   1 1184.62
1848   1 2794.56
1849   2 1306.43
1850   1 1171.60
1851   1 1068.55
1852   2 1856.62
1853   2 2188.07
1854   1 1290.14
1855   1 3062.32
1856   1 1718.79
1857   2 1897.42
1858   1 2250.66
1859   1 1466.04
1860   1 1566.36
1861   2  977.39
1862   1 1666.21
1863   2 2134.67
1864   2 1210.99
1865   1 4549.49
1866   1  951.77
1867   1 1534.75
1868   2 1289.04
1869   1 2301.87
1870   2 1603.94
1871   2  861.51
1872   1 1296.96
1873   2 2240.49
1874   1 1835.92
1875   2 1757.23
1876   1 4178.31
1877   1 1567.02
1878   1 1549.05
1879   2 1727.21
1880   2 1409.07
1881   1 2080.61
1882   1 1637.25
1883   2 1098.38
1884   1 4184.77
1885   2 2563.52
1886   1 5210.32
1887   2  763.53
1888   1 1451.83
1889   1 1131.69
1890   1 1401.86
1891   1 1219.72
1892   1 1110.37
1893   2  657.18
1894   2 1478.37
1895   2 3510.63
1896   2 2127.17
1897   1 1809.62
1898   1 3530.18
1899   2  854.74
1900   2 1285.81
1901   1 2126.73
1902   2 1665.69
1903   2 1229.80
1904   2 1370.78
1905   1 2309.20
1906   1 1330.45
1907   1 1306.16
1908   2 1361.45
1909   1 2102.72
1910   1 1488.63
1911   1 2069.85
1912   1 1649.28
1913   2 1094.02
1914   2 1510.22
1915   1 1149.06
1916   2 1132.02
1917   2 1547.64
1918   2 1067.57
1919   2 1626.01
1920   1 1794.55
1921   1 2184.11
1922   1 1493.37
1923   1 2584.43
1924   2 1131.37
1925   2 1542.98
1926   2 1362.77
1927   1 2715.34
1928   2 1043.74
1929   1 1246.82
1930   2 1148.87
1931   2 1157.64
1932   1 2193.61
1933   1 2496.99
1934   2 1046.59
1935   2 1275.94
1936   1 2113.42
1937   2 1500.37
1938   1 2466.39
1939   1 1451.30
1940   2 1238.75
1941   2 1581.94
1942   2 1445.27
1943   1 1580.26
1944   2 1115.55
1945   2 2476.22
1946   2 1154.81
1947   2 1948.20
1948   2 2384.73
1949   1 1793.21
1950   2 2323.77
1951   2  605.36
1952   1 2811.31
1953   2 2695.85
1954   2 1926.35
1955   1 1677.71
1956   2 1965.21
1957   2 1386.68
1958   1 1940.52
1959   2 1118.62
1960   2  813.31
1961   2 1169.21
1962   1 1425.18
1963   1 3217.52
1964   2 1686.17
1965   1 2015.79
1966   2  987.95
1967   2 1130.15
1968   1 5542.65
1969   1 1840.53
1970   2 2965.85
1971   2 1076.09
1972   1 2981.49
1973   1 1313.73
1974   2 1813.19
1975   1 3366.35
1976   2 1311.19
1977   2 2210.25
1978   1 1953.60
1979   1 3048.94
1980   2 1389.83
1981   2  607.57
1982   1 1946.14
1983   1 1547.78
1984   1 1437.52
1985   2 1203.91
1986   1  969.05
1987   1 1865.59
1988   1 2081.45
1989   2 2327.60
1990   2 3049.00
1991   1 2057.98
1992   1 2312.73
1993   2 1659.80
1994   1 2310.48
1995   1  926.42
1996   2 1913.22
1997   2  568.03
1998   2 2249.82
1999   1 2958.84
2000   1 2092.51
2001   1 1739.92
2002   1 1093.03
2003   2  892.93
2004   2 1018.46
2005   2  811.19
2006   2 1429.79
2007   1 2685.98
2008   2 2805.51
2009   2 1623.62
2010   2  874.65
2011   1 1289.80
2012   2 2097.74
2013   1 3228.56
2014   1 1963.80
2015   1 1316.15
2016   1 1626.68
2017   1 1655.67
2018   2 2407.01
2019   1 2954.09
2020   2  950.26
2021   1 2224.63
2022   1 1466.35
2023   1 2749.01
2024   2 1319.27
2025   1 1995.73
2026   1 1804.33
2027   2 5070.66
2028   2 1563.06
2029   2 1330.56
2030   2 2339.18
2031   2 8563.31
2032   2  871.88
2033   2 3025.79
2034   2 2122.16
2035   1 2000.98
2036   1 1269.56
2037   2 5698.34
2038   1 2192.04
2039   2 1381.02
2040   1 2177.48
2041   1 3945.55
2042   2 3166.99
2043   1 2691.20
2044   1 1706.57
2045   2  871.73
2046   1 2228.72
2047   1 1267.43
2048   1 3501.69
2049   1 1092.34
2050   2 1210.75
2051   2 1516.22
2052   1 2268.58
2053   2  742.37
2054   1 1414.70
2055   2  874.65
2056   1 1916.97
2057   1 2595.65
2058   2  666.89
2059   1 3021.12
2060   1 1504.08
2061   1 1495.45
2062   2 2310.97
2063   1 2102.45
2064   2 1133.53
2065   1 1218.06
2066   2  568.43
2067   1 2376.80
2068   2 2603.93
2069   1 1547.39
2070   1 1632.13
2071   1 2054.33
2072   2 1732.87
2073   1 2899.98
2074   1 1327.72
2075   1 1192.64
2076   1 1730.35
2077   1  836.80
2078   2 1415.75
2079   2 1454.82
2080   1 1222.98
2081   1 1010.10
2082   2  803.29
2083   1 1340.29
2084   1  880.95
2085   2 1204.49
2086   2 1538.11
2087   2 1140.97
2088   1  926.71
2089   2 1673.43
2090   1 1883.49
2091   1 2459.92
2092   1 1104.95
2093   1 1196.22
2094   1  934.36
2095   2 1180.91
2096   2 1180.86
2097   1 1369.76
2098   2 1565.56
2099   2  871.50
2100   2 2661.17
2101   1 4979.91
2102   1  937.54
2103   2  852.61
2104   1 1684.68
2105   2  745.27
2106   1  895.22
2107   1 2451.76
2108   1 2495.00
2109   1 1245.15
2110   1 1053.83
2111   2 1537.66
2112   1 1875.37
2113   2 1346.91
2114   1 2113.28
2115   1 1718.10
2116   2  880.85
2117   1 1121.53
2118   1 2210.94
2119   1 2762.95
2120   2 1307.77
2121   2 3446.40
2122   1 1603.43
2123   2 3903.00
2124   2 2616.83
2125   1 2864.87
2126   2 1238.85
2127   1 2420.90
2128   2 1757.52
2129   1 1890.30
2130   1 1998.14
2131   2 4668.64
2132   1 2433.79
2133   2 1439.00
2134   2 2114.30
2135   2 2301.22
2136   1 2992.15
2137   2  974.95
2138   2 1302.80
2139   2  987.41
2140   2 2915.52
2141   1 1218.68
2142   1 2004.74
2143   2  977.25
2144   2 2479.93
2145   1 2141.04
2146   2 1279.38
2147   2 2264.78
2148   2  891.72
2149   1 1076.93
2150   1 1665.56
2151   2  551.02
2152   1 1525.03
2153   1 1454.97
2154   1 1494.59
2155   1 1465.68
2156   2 1003.62
2157   2 1193.30
2158   2 1353.50
2159   2 1375.69
2160   1 1379.66
2161   2 1348.01
2162   2 5547.34
2163   2  842.63
2164   2 1365.86
2165   1  885.76
2166   1 2360.42
2167   1 3775.99
2168   1 1461.95
2169   2 3504.82
2170   1 6438.49
2171   1 2164.18
2172   1 2790.70
2173   2 1617.14
2174   1 1555.56
2175   2 2041.60
2176   1 3300.25
2177   1 1260.72
2178   2 2226.00
2179   1 2027.41
2180   1 1117.07
2181   1 2179.52
2182   2 1481.04
2183   1 1433.41
2184   2 1710.91
2185   2 1869.15
2186   1 2080.70
2187   1 1308.52
2188   1 2447.44
2189   1 2633.00
2190   2  650.72
2191   2 1414.00
2192   2 2855.14
2193   1 1904.38
2194   1 2860.07
2195   1 1185.11
2196   1 3049.90
2197   1 3113.80
2198   1 2338.89
2199   1 1407.76
2200   2 1270.53
2201   2 1034.20
2202   2 1261.80
2203   2 1037.12
2204   1 2114.81
2205   1 3536.42
2206   1 1662.16
2207   2  945.19
2208   2 1020.54
2209   2  901.82
2210   1 1664.45
2211   1  799.00
2212   1 1628.07
2213   1 2399.02
2214   2 2340.26
2215   1 2955.45
2216   2  940.00
2217   2 1850.16
2218   1 2652.25
2219   2 3825.82
2220   2 1965.16
2221   1 1664.81
2222   1  765.11
2223   1 1722.46
2224   1 1170.68
